9	544	90	98500
9	560	154	98370
9	560	138	98310
9	560	122	98440
9	560	106	98440
9	560	90	98440
9	560	74	98440
9	560	58	98410
9	576	154	98370
9	576	138	98310
9	576	122	98450
9	576	106	98450
9	576	90	98450
9	576	74	98450
9	576	58	98420
9	592	154	98370
9	592	138	98310
9	592	122	98510
9	592	106	98510
9	592	90	98510
9	592	74	98510
9	592	58	98500
9	608	154	98380
9	608	138	98320
9	624	154	98510
9	624	138	98500
#Small_Bush_2
9	688	138	95000
9	704	138	95000
9	720	138	95000
9	736	138	95000
9	752	138	95000
9	768	138	95000
#Cloud_3
9	672	26	97000
9	688	26	97200
9	672	42	97300
9	688	42	97500
#Cloud_4
9	736	58	97000
9	752	58	97100
9	768	58	97100
9	784	58	97200
9	736	74	97300
9	752	74	97400
9	768	74	97400
9	784	74	97500
#Big_Bush_2
9	832	138	96000
9	848	138	96500
9	848	122	96200
9	848	106	96000
9	864	138	96600
9	864	122	96400
9	864	106	96100
9	880	138	96600
9	880	122	96500
9	880	106	96000
9	896	138	96600
9	896	122	96400
9	896	106	96500
9	896	90	96000
9	912	138	96600
9	912	122	96500
9	912	106	96300
9	912	90	96100
9	928	138	96600
9	928	122	96600
9	928	106	96000
9	944	138	96300
9	944	122	96300
9	944	106	96100
9	960	138	96000
9	976	138	96500
9	976	122	96200
9	976	106	96000
9	992	138	96600
9	992	122	96400
9	992	106	96100
9	1008	138	96300
9	1008	122	96100
#Small_Bush_3
9	1056	138	95000
9	1072	138	95000
#Coin
4	1088	90
4	1120	58
4	1152	26
4	1184	-6
4	1216	-38
#Fire_Plant
11	376	132	2	1	1
#Pipe_1
10	368	122	25000
10	384	122	25100
10	368	138	25200
10	384	138	25300
10	368	154	25200
10	384	154	25300
#Small Bush
9	1200	154	95000
9	1216	154	95000
9	1232	154	95000
#Cloud
9	1216	10	97000
9	1216	26	97300
9	1232	26	97500
9	1232	10	97200
#Boxes
9	1280	154	98360
9	1280	138	98300
9	1296	154	98370
9	1296	138	98310
9	1312	154	98370
9	1312	138	98310
9	1312	122	98130
9	1312	106	98100
9	1328	154	98370
9	1328	138	98310
9	1328	122	98140
9	1328	106	98110
9	1344	154	98370
9	1344	138	98310
9	1344	122	98140
9	1344	106	98110
9	1344	90	98230
9	1344	74	98200
9	1360	154	98370
9	1360	138	98310
9	1360	122	98140
9	1360	106	98110
9	1360	90	98240
9	1360	74	98210
9	1376	154	98380
9	1376	138	98320
9	1376	122	98140
9	1376	106	98110
9	1376	90	98240
9	1376	74	98210
9	1392	154	98170
9	1392	138	98140
9	1392	122	98140
9	1392	106	98110
9	1392	90	98240
9	1392	74	98210
#Shadow
9	1392	154	98510
9	1392	138	98500
9	1408	154	98180
9	1408	138	98150
9	1408	122	98150
9	1408	106	98120
9	1408	90	98240
9	1408	74	98210
9	1424	154	98270
9	1424	138	98240
9	1424	122	98240
9	1424	106	98240
9	1424	90	98240
9	1424	74	98210
#Shadow
9	1424	154	98510
9	1424	138	98510
9	1424	122	98510
9	1424	106	98500
9	1440	154	98280
9	1440	138	98250
9	1440	122	98250
9	1440	106	98250
9	1440	90	98250
9	1440	74	98220
#Shadow
9	1456	154	98510
9	1456	138	98510
9	1456	122	98510
9	1456	106	98510
9	1456	90	98510
9	1456	74	98500
#? block
7	1488	122	1
#rock
10	1520	90	26000
10	1536	90	26000
10	1584	154	26000
10	1600	154	26000
10	1600	138	26000
10	1616	154	26000
10	1616	138	26000
10	1616	122	26000
#box
9	1328	-86	98100
9	1328	-70	98160
9	1328	-54	98540
9	1344	-86	98110
9	1344	-70	98170
9	1344	-54	98530
9	1360	-86	98110
9	1360	-70	98170
9	1360	-54	98530
9	1376	-86	98120
9	1376	-70	98180
9	1376	-54	98530
9	1392	-86	98500
9	1392	-70	98510
9	1392	-54	98520
5	1328	-86	16	16	4	100000	100000	100000
#cloud
5	1424	-38	16	16	4	50000	50000	50000
5	1504	-54	16	16	13	50000	50000	50000
#coin & ? block
4	1344	-154
4	1360	-154
4	1376	-154
4	1376	-154
7	1456	-102	2
4	1488	-118
4	1504	-118
4	1552	-102
4	1568	-102
4	1584	-102
4	1600	-102
4	1632	-118
4	1648	-118
4	1664	-118
4	1680	-118
4	1712	-86
4	1744	-118
4	1776	-102
4	1824	-134
4	1856	-102
#rock
10	1680	154	26000
10	1680	138	26000
10	1680	122	26000
10	1696	154	26000
10	1696	138	26000
10	1712	154	26000
#bush
9	1744	154	95000
9	1760	154	95000
9	1776	154	95000
#plant
11	1816	146	1	0	1
11	1880	130	1	1	2
#pipe
10	1808	138	25000
10	1824	138	25100
10	1808	154	25200
10	1824	154	25300
10	1872	122	25000
10	1888	122	25100
10	1872	138	25200
10	1888	138	25300
10	1872	154	25200
10	1888	154	25300
#bush
9	1904	154	96000
9	1920	154	96500
9	1920	138	96200
9	1920	122	96000
9	1936	154	96600
9	1936	138	96400
9	1936	122	96100
9	1952	154	96300
9	1952	138	96100
#brick
1	1968	154
1	1984	154
1	1984	138
1	2000	154
1	2000	138
1	2000	122
1	2016	154
1	2016	138
1	2016	122
1	2032	154
1	2032	138
1	2032	122
1	2048	154
1	2048	138
7	2048	122	3
1	2064	154	
1	2112	154
1	2112	138
1	2128	154
#box
9	2160	154	98160
9	2160	138	98130
9	2160	122	98100
9	2176	154	98170
9	2176	138	98140
9	2176	122	98110
9	2192	154	98180
9	2192	138	98150
9	2192	122	98120
9	2192	106	98330
9	2192	90	98330
9	2192	74	98330
9	2192	58	98330
9	2192	42	98330
9	2192	26	98300
9	2208	154	98370
9	2208	138	98340
9	2208	122	98340
9	2208	154	98510
9	2208	138	98510
9	2208	122	98500
9	2208	106	98340
9	2208	90	98340
9	2208	74	98340
9	2208	58	98340
9	2208	42	98340
9	2208	26	98310
9	2224	154	98380
9	2224	138	98350
9	2224	122	98350
9	2224	106	98350
9	2224	90	98350
9	2224	74	98350
9	2224	58	98350
9	2224	42	98350
9	2224	26	98320
9	2240	154	98510
9	2240	138	98510
9	2240	122	98510
9	2240	106	98510
9	2240	90	98510
9	2240	74	98510
9	2240	58	98510
9	2240	42	98510
9	2240	26	98500
#Pipe
10	2272	154	25200
10	2272	138	25200
10	2272	122	26000
10	2272	58	26000
10	2272	42	25200
10	2272	26	25200
10	2272	10	25200
10	2272	-6	25200
10	2272	-22	25200
10	2272	-38	25200
10	2272	-54	25200
10	2272	-70	25200
10	2272	-86	25200
10	2272	-102	25000
10	2288	154	25300
10	2288	138	25300
10	2288	122	26000
10	2288	58	26000
10	2288	42	25300
10	2288	26	25300
10	2288	10	25300
10	2288	-6	25300
10	2288	-22	25300
10	2288	-38	25300
10	2288	-54	25300
10	2288	-70	25300
10	2288	-86	25300
10	2288	-102	25100
10	2336	154	25200
10	2336	138	25000
10	2352	154	25300
10	2352	138	25100
16	2280	-110	16	4	2280	274
#cloud & bush
9	2344	42	97000
9	2344	58	97300
9	2360	42	97200
9	2360	58	97500
9	2384	154	96200
9	2384	138	96200
9	2384	122	96200
9	2384	106	96000
9	2400	154	96600
9	2400	138	96600
9	2400	122	96600
9	2400	106	96500
9	2400	90	96000
9	2416	154	96600
9	2416	138	96600
9	2416	122	96600
9	2416	106	96600
9	2416	90	96500
9	2416	74	96200
9	2416	58	96200
9	2416	42	96000
9	2432	154	96600
9	2432	138	96600
9	2432	122	96600
9	2432	106	96600
9	2432	90	96600
9	2432	74	96600
9	2432	58	96400
9	2432	42	96100
9	2448	154	96600
9	2448	138	96400
9	2448	122	96300
9	2448	106	96300
9	2448	90	96300
9	2448	74	96300
9	2448	58	96100
9	2464	154	96300
9	2464	138	96100
#underground
10	2272	234	25200
10	2288	234	25300
10	2272	250	25200
10	2288	250	25300
10	2272	266	25400
10	2288	266	25500
10	2256	266	21000
10	2256	282	21000
10	2256	298	21000
10	2256	314	21000
10	2256	330	21000
10	2256	346	21000
10	2256	362	21000
10	2256	378	21000
10	2256	394	21000
10	2400	394	21000
10	2416	378	21000
10	2432	362	21000
10	2448	346	21000
10	2464	330	21000
10	2480	314	21000
15	2144	250	8	21000
15	2144	266	7	21000
15	2144	282	7	21000
15	2144	298	7	21000
15	2144	314	7	21000
15	2144	330	7	21000
15	2144	346	7	21000
15	2144	362	7	21000
15	2144	378	7	21000
15	2144	394	7	21000
15	2144	410	7	21000
15	2144	426	16	21000
15	2400	426	16	21000
15	2416	410	15	21000
15	2416	394	15	21000
15	2432	378	14	21000
15	2448	362	13	21000
15	2464	346	12	21000
15	2480	330	11	21000
10	2528	298	21000
10	2528	282	21000
15	2544	298	7	21000
15	2544	282	7	21000
15	2528	266	8	21000
15	2528	250	8	21000
10	2304	250	21000
10	2320	250	21000
10	2336	250	21000
10	2352	250	21000
10	2368	250	21000
10	2384	250	21000
10	2400	250	21000
10	2416	250	21000
10	2432	250	21000
10	2448	250	21000
10	2464	250	21000
10	2480	250	21000
10	2496	234	25200
10	2512	234	25300
10	2496	250	25200
10	2512	250	25300
10	2496	266	25400
10	2512	266	25500
16	2504	274	16	4	2344	110	
5	2496	314	16	16	10	21000	21000	21000
5	2256	410	16	16	10	21000	21000	21000
4	2352	298
4	2352	362
4	2368	282
4	2368	330
4	2368	378
4	2384	282
4	2384	330
4	2384	378
4	2400	298
4	2400	314
4	2400	346
4	2400	362
#end scene zone
9	2496	154	99500
9	2496	138	99500
9	2496	122	99500
9	2496	106	99500
9	2496	90	99500
9	2496	74	99500
9	2496	58	99500
9	2496	42	99500
9	2496	26	99500
9	2496	10	99500
9	2496	-6	99500
9	2496	-22	99500
9	2496	-38	99500
9	2496	-54	99500
9	2496	-70	99500
9	2496	-86	99500
9	2496	-102	99500
9	2496	-118	99500
9	2496	-134	99500
9	2496	-150	99500
9	2496	-166	99500
9	2496	-182	99500
9	2496	-198	99500
9	2496	-214	99500
9	2496	-230	99500
9	2496	-246	99500
15	2512	154	22	99400
15	2512	138	22	99400
15	2512	122	22	99400
15	2512	106	22	99400
15	2512	90	22	99400
15	2512	74	22	99400
15	2512	58	22	99400
15	2512	42	22	99400
15	2512	26	22	99400
15	2512	10	22	99400
15	2512	-6	22	99400
15	2512	-22	22	99400
15	2512	-38	22	99400
15	2512	-54	22	99400
15	2512	-70	22	99400
15	2512	-86	22	99400
15	2512	-102	22	99400
15	2512	-118	22	99400
15	2512	-134	22	99400
15	2512	-150	22	99400
15	2512	-166	22	99400
15	2512	-182	22	99400
15	2512	-198	22	99400
15	2512	-214	22	99400
15	2512	-230	22	99400
15	2512	-246	22	99400
9	2592	154	99000
9	2608	154	99100
9	2608	138	99200
9	2608	122	99200
9	2608	106	99200
9	2608	90	99200
9	2608	74	99000
9	2624	106	99000
9	2624	90	99300
9	2624	74	99100
9	2640	138	99000
9	2640	122	99300
9	2640	106	99100
9	2656	154	99300
9	2656	138	99100
9	2704	98	99800
9	2704	82	99600
9	2720	98	99900
9	2720	82	99700
9	2768	154	99000
9	2784	154	99100
9	2784	138	99200
9	2784	122	99000
9	2800	154	99300
9	2800	138	99300
9	2800	122	99100
17	2712	90
#Goomba
2	240	154	0
2	544	154	0
#Koopa
13	592	108	1	0
13	2112	106	1	0
#Spawner
20	720	-35	16	450	3	2	852	138	0	2	896	138	0	2	960	138	1
20	1432	-35	464	450	4	13	1360	74	2	1	13	1408	74	2	1	13	1454	74	2	1	13	1502	138	2	0
#Map bound
30	0	-35	16	450
30	1500	190	3000	10
30	1500	-260	3000	10
30	2848	-35	16	450
#Platform
5 	0	170	16	16	40	71000	72000	73000
5 	0	186	16	16	40	71100	72100	73100
5 	240	122	16	16	3	100000	100000	100000
5 	272	90	16	16	4	100000	100000	100000
5 	416	122	16	16	5	100000	100000	100000
5 	480	90	16	16	4	100000	100000	100000
5 	528	58	16	16	4	100000	100000	100000
5 	528	138	16	16	6	100000	100000	100000
10	640	154	100000
5 	640	154	16	16	29	71000	72000	73000
10	1088	154	100000
5 	640	170	16	16	29	71100	72100	73100
10	1088	170	100000
10	1168	170	100000
5 	1168	170	16	16	22	71000	72000	73000
10	1504	170	100000
5 	640	186	16	16	29	71100	72100	73100
10	1088	186	100000
10	1168	186	100000
5 	1168	186	16	16	22	71100	72100	73100
10	1504	186	100000
5	1280	138	16	16	7	100000	100000	100000
5	1312	106	16	16	7	100000	100000	100000
5	1344	74	16	16	7	100000	100000	100000
10	1552	170	100000
5	1552	170	16	16	5	71000	72000	73000
10	1616	170	100000
10	1680	170	100000
5	1680	170	16	16	36	71000	72000	73000
10	2240	170	100000
10	1552	186	100000
5	1552	186	16	16	5	71100	72100	73100
10	1616	186	100000
10	1680	186	100000
5	1680	186	16	16	36	71100	72100	73100
10	2240	186	100000
5	2160	122	16	16	3	100000	100000	100000
5	2192	26	16	16	3	100000	100000	100000
10	2272	170	100000
5	2272	170	16	16	45	71000	72000	73000
10	2272	186	100000
5	2272	186	16	16	45	71100	72100	73100
#Portal
50	2975	154	3000	170	2
#MARIO
0	20	50
#HUB
45	16	202
